,game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs,previous_game
8368,G008369,Mario Kart 2,PlayStation 3,Console,Sony,7,Racing,2009,Focus Entertainment,Obsidian Entertainment,France,AA,T,76,8.1,17,11,1.76,0.84,0.28,0.26,3.14,133.86,39.99,1,0,1,0,0,0,0,0,0,9.1,28.3,Mario Kart 1
8369,G008370,Super Smash Bros. Dragon,Nintendo Switch,Hybrid,Nintendo,9,Fighting,2018,Activision Blizzard,InXile Entertainment,USA,AAA,T,79,7.4,3,211,6.85,5.75,0.83,2.26,15.69,485.55,59.99,0,1,1,0,0,0,1,0,0,5.6,24.3,
8370,G008371,Overwatch 6,PSP,Handheld,Sony,7,Shooter,2011,Raw Fury,Raw Fury,Sweden,Indie,Not Rated,83,8.2,11,305,1.25,1.05,0.17,0.22,2.69,64.23,49.99,1,1,1,0,0,0,0,0,0,10.0,45.7,Overwatch 5
8371,G008372,Dark Origins,Xbox 360,Console,Microsoft,7,Action,2016,Devolver Digital,Devolver Digital,USA,AA,E,69,5.4,6,390,5.61,3.56,0.92,1.59,11.68,421.52,59.99,0,0,1,0,0,0,0,0,0,9.7,26.3,
8372,G008373,Euro Truck Simulator 5,Sega Saturn,Console,Sega,5,Simulation,1996,FromSoftware,Take-Two Interactive,Japan,AAA,M,83,7.7,13,216,10.17,8.27,5.43,3.93,27.8,1105.02,79.99,1,0,1,0,0,0,0,0,0,40.2,128.8,Euro Truck Simulator 4
8373,G008374,Burnout Knight,Atari 2600,Console,Atari,2,Racing,1985,id Software,id Software,USA,AAA,T,82,8.9,11,837,1.81,1.41,0.21,0.52,3.95,160.12,49.99,0,0,1,0,0,0,0,0,0,16.5,58.1,
8374,G008375,The Sims 6,Game Boy,Handheld,Nintendo,4,Simulation,1999,Konami,Raw Fury,Japan,AAA,E,66,7.2,61,223,1.46,0.74,0.52,0.18,2.9,91.83,49.99,1,1,1,0,0,0,0,0,0,58.4,184.8,The Sims 5
8375,G008376,Need for Speed: Rising Sun,Mobile (Android),Mobile,Google,0,Racing,2013,FromSoftware,FromSoftware,Japan,AAA,M,59,4.8,16,7,12.2,5.56,8.7,1.36,27.82,56.83,2.99,0,0,1,1,1,0,0,0,0,16.4,50.6,
8376,G008377,God of Shadow,PlayStation 5,Console,Sony,9,Idle/Clicker,2024,Warner Bros. Games,Warner Bros. Games,USA,AAA,E,80,7.3,29,194,20.2,12.91,3.51,7.97,44.59,1430.58,79.99,0,0,1,0,0,0,0,0,0,14.8,57.9,
8377,G008378,Planet Odyssey,NES,Console,Nintendo,3,Simulation,1993,Epic Games,Konami,USA,AAA,E,68,6.4,19,564,3.44,2.12,1.03,0.65,7.24,323.33,79.99,0,0,1,0,0,0,0,0,0,36.9,171.2,
8378,G008379,No Man's Sky 2,Game Boy,Handheld,Nintendo,4,Sandbox,2002,CD Projekt,Sega,Poland,AAA,T,75,8.6,24,218,5.19,4.56,1.19,1.68,12.62,394.71,19.99,1,1,1,1,0,0,0,0,0,129.7,418.2,No Man's Sky 1
8379,G008380,Counter-Strike Origins,Mobile (iOS),Mobile,Apple,0,Shooter,2009,Insomniac Games,Insomniac Games,USA,AAA,E,73,6.5,16,629,25.08,20.81,1.28,8.32,55.49,150.5,0.99,0,1,0,0,0,0,0,0,0,8.0,19.7,
8380,G008381,Final Fantasy IV,PlayStation 5,Console,Sony,9,Role-Playing,2022,Bandai Namco,Bandai Namco,Japan,AAA,E,78,6.7,11,108,29.31,24.53,18.1,10.46,82.4,2490.46,49.99,1,0,1,0,0,0,0,0,0,67.2,191.7,Final Fantasy III
8381,G008382,Until Dawn 2,Mobile (iOS),Mobile,Apple,0,Survival Horror,2025,2K Games,2K Games,USA,AAA,E,72,7.7,18,410,57.8,45.04,9.64,14.67,127.15,315.11,2.99,1,0,0,0,0,0,0,0,0,7.9,39.0,Until Dawn 1
8382,G008383,Microsoft Flight Simulator 2023,PC,PC,Various,0,Simulation,1997,Epic Games,Epic Games,USA,AAA,M,80,7.2,26,61,2.89,1.45,0.52,0.4,5.26,117.26,59.99,1,0,1,1,0,0,0,0,0,42.8,122.6,Microsoft Flight Simulator 2022
8383,G008384,WWE 2026,PC,PC,Various,0,Sports,1988,Sony Interactive,Motion Twin,Japan,AAA,E,85,8.4,66,40,50.28,31.38,21.16,16.51,119.33,2006.38,19.99,1,1,0,0,0,0,0,0,0,19.2,92.8,WWE 2025
8384,G008385,Valorant : Next Gen,Stadia,Streaming,Google,9,Shooter,2022,Warner Bros. Games,Other,USA,AAA,M,90,8.6,13,201,12.06,9.96,1.54,3.84,27.4,0.0,9.99,0,1,1,1,1,0,0,1,1,7.7,37.5,
8385,G008386,Shadow of World,Mobile (Android),Mobile,Google,0,Action-Adventure,2013,Valve,Epic Games,USA,AAA,T,81,8.4,95,71,36.54,20.75,6.99,7.37,71.65,178.41,2.99,0,1,1,0,0,0,0,0,0,18.3,66.6,
8386,G008387,The Sims 3,PSP,Handheld,Sony,7,Simulation,2012,Sony Interactive,Sony Interactive,Japan,AAA,M,88,9.7,39,123,3.46,1.39,2.53,1.22,8.6,260.93,39.99,1,1,1,0,0,0,0,1,0,33.1,160.3,The Sims 2
8387,G008388,Rise of the Empire,Browser,Browser,Various,0,Action,2015,Larian Studios,Larian Studios,Belgium,AA,T,61,6.4,27,3199,4.49,3.05,0.53,0.96,9.03,0.0,0.0,0,0,0,0,0,0,0,0,0,12.4,43.4,
8388,G008389,Yoshi's Awakening,PC,PC,Various,0,Platform,2016,tinyBuild,tinyBuild,USA,Indie,E10+,63,5.5,6,243,1.09,0.68,0.3,0.4,2.47,50.35,29.99,0,0,0,1,1,0,0,0,0,6.9,32.6,
8389,G008390,Yoshi's Knight,NES,Console,Nintendo,3,Platform,1998,Devolver Digital,Devolver Digital,USA,AA,Not Rated,64,7.7,34,130,1.93,1.5,0.39,0.63,4.45,192.53,39.99,0,1,1,1,0,0,0,0,0,13.3,41.8,
8390,G008391,Sonic the Hedgehog 2,PlayStation Vita,Handheld,Sony,8,Platform,2013,Bandai Namco,Bandai Namco,Japan,AAA,M,78,7.4,636,568,5.95,3.14,4.81,1.87,15.77,471.44,39.99,1,0,0,0,0,0,0,0,0,10.6,22.4,Sonic the Hedgehog 1
8391,G008392,Metal Gear Saga,PC,PC,Various,0,Action,1985,CD Projekt,CD Projekt,Poland,AAA,E10+,67,7.0,75,237,4.44,2.12,0.87,0.71,8.14,195.29,9.99,0,0,1,0,0,0,0,0,0,6.8,14.2,
8392,G008393,Devil May Escape,PlayStation 2,Console,Sony,6,Action-Adventure,2011,CD Projekt,Bungie,Poland,AAA,E,62,5.3,25,113,9.0,5.2,0.97,3.45,18.62,704.48,39.99,0,0,0,0,0,0,0,0,0,14.1,28.7,
8393,G008394,Company of Heroes 6,Atari 2600,Console,Atari,2,Strategy,1986,Take-Two Interactive,Take-Two Interactive,USA,AAA,M,79,8.3,17,456,1.63,0.95,0.37,0.53,3.48,120.53,79.99,1,0,0,0,0,0,0,0,0,23.6,99.4,Company of Heroes 5
8394,G008395,Fall Guys Remastered,Xbox 360,Console,Microsoft,7,Battle Royale,2013,CD Projekt,CD Projekt,Poland,AAA,E,64,6.6,33,409,7.63,6.81,1.44,0.8,16.68,587.33,59.99,0,1,1,0,0,0,0,0,0,151.9,611.6,
8395,G008396,Dragon Ball FighterZ 2,Game Boy Advance,Handheld,Nintendo,6,Fighting,2008,Electronic Arts,Other,USA,AAA,Not Rated,62,6.3,3,155,3.09,2.49,0.35,0.31,6.24,206.03,49.99,1,1,1,1,0,0,0,0,0,6.2,15.8,Dragon Ball FighterZ 1
8396,G008397,Doom 2,Sega Genesis,Console,Sega,4,Rhythm,1997,Paradox Interactive,Paradox Interactive,Sweden,AA,T,67,7.0,30,49,0.62,0.3,0.18,0.18,1.28,41.81,39.99,1,1,0,1,0,0,0,0,0,13.0,54.6,Doom 1
8397,G008398,Two Point Realm,PlayStation,Console,Sony,5,Simulation,1994,Konami,Konami,Japan,AAA,E,68,6.9,12,532,6.25,4.77,2.0,1.35,14.37,437.41,79.99,0,0,1,0,0,0,0,0,0,46.2,192.4,
8398,G008399,Devil May Strike,PlayStation 2,Console,Sony,6,Misc,2009,Team17,Team17,UK,AA,T,61,6.5,23,796,3.48,2.11,0.57,0.65,6.81,263.88,79.99,0,0,1,0,0,0,0,0,0,10.2,50.6,
8399,G008400,The Witcher 2: Eternal,Nintendo Switch 2,Hybrid,Nintendo,10,Role-Playing,2026,Team17,Team17,UK,AA,Not Rated,89,9.2,61,144,1.01,0.47,0.29,0.36,2.13,77.78,49.99,0,0,0,0,0,0,0,0,0,61.6,190.4,
8400,G008401,Burnout Genesis,PC,PC,Various,0,Racing,2016,Take-Two Interactive,Take-Two Interactive,USA,AAA,E,75,7.4,13,2265,4.04,2.75,0.84,0.74,8.37,172.86,59.99,0,0,0,0,0,0,0,0,0,17.3,46.9,
8401,G008402,Oxenfree Reborn,Dreamcast,Console,Sega,6,Adventure,1998,Focus Entertainment,Electronic Arts,France,AA,E,70,8.2,10,766,0.86,0.66,0.07,0.2,1.79,69.33,69.99,0,1,1,1,0,0,0,0,0,14.3,58.1,
8402,G008403,Batman: Arkham Abyss,PlayStation 4,Console,Sony,8,Action,2023,InXile Entertainment,InXile Entertainment,USA,AA,E,67,5.9,57,1933,2.18,1.18,0.48,0.39,4.23,175.52,49.99,0,0,1,1,0,0,0,0,0,14.5,69.6,
8403,G008404,Age of Empires IX,PSP,Handheld,Sony,7,Strategy,2008,Unknown Worlds,Annapurna Interactive,USA,Indie,T,74,6.8,31,1450,0.24,0.17,0.03,0.08,0.52,11.79,49.99,1,0,0,0,0,0,0,0,0,39.9,80.5,Age of Empires VIII
8404,G008405,God of Steel,Nintendo 64,Console,Nintendo,5,Action,1997,Team17,Chucklefish,UK,AA,M,67,8.2,38,58,1.71,0.97,0.32,0.59,3.59,152.39,69.99,0,1,0,0,0,0,0,0,0,9.3,30.6,
8405,G008406,Kirby's Genesis,PC,PC,Various,0,Platform,2026,CD Projekt,CD Projekt,Poland,AAA,Not Rated,85,9.6,35,215,21.6,9.3,6.38,8.3,45.58,917.26,29.99,0,1,1,0,0,0,1,0,0,10.9,49.9,
8406,G008407,TrackMania Awakening,PSP,Handheld,Sony,7,Racing,2012,Rockstar Games,Other,USA,AAA,T,87,9.7,14,137,10.83,8.89,1.78,2.1,23.6,645.69,29.99,0,1,0,1,1,0,0,0,0,20.3,75.1,
8407,G008408,Silent Hill 5,PC,PC,Various,0,Survival Horror,1999,Microsoft Studios,Microsoft Studios,USA,AAA,E,70,8.0,10,196,9.97,4.6,0.93,2.0,17.5,274.9,9.99,1,0,1,0,0,0,0,0,0,11.8,27.1,Silent Hill 4
8408,G008409,Rainbow Six: Valley,Atari 2600,Console,Atari,2,Shooter,1985,Square Enix,Square Enix,Japan,AAA,E,63,7.4,19,1891,10.29,7.06,3.3,3.74,24.39,736.65,79.99,1,1,0,0,0,0,0,0,0,6.0,26.7,
8409,G008410,Gold Blob,Stadia,Streaming,Google,9,Puzzle,2022,id Software,id Software,USA,AAA,T,76,8.4,36,1525,2.78,2.11,0.3,0.77,5.96,0.0,0.0,0,1,1,1,0,0,0,0,0,12.5,52.8,
8410,G008411,Halo Legacy,NES,Console,Nintendo,3,Action,1996,Take-Two Interactive,Take-Two Interactive,USA,AAA,M,84,8.1,18,992,2.96,1.82,0.84,0.32,5.94,269.56,49.99,0,0,0,0,0,0,0,0,0,11.5,39.6,
8411,G008412,Donkey Kong Empire,Nintendo Switch 2,Hybrid,Nintendo,10,Platform,2025,Toby Fox,Toby Fox,USA,Indie,E,61,6.6,9,79,2.44,1.55,0.67,0.34,5.0,145.68,29.99,0,0,1,0,0,0,0,0,0,9.1,20.3,
8412,G008413,Titanfall 6,Stadia,Streaming,Google,9,Shooter,2023,tinyBuild,tinyBuild,USA,Indie,M,67,7.4,15,297,1.43,1.21,0.33,0.37,3.34,0.0,9.99,1,1,0,1,0,0,0,0,0,7.9,31.6,Titanfall 5
8413,G008414,World of Warcraft: Uprising,PlayStation,Console,Sony,5,MMORPG,2002,Bungie,Bungie,USA,AAA,T,72,6.3,46,27,6.26,4.41,0.88,1.48,13.03,402.12,69.99,0,1,1,0,0,0,0,0,0,159.9,544.9,
8414,G008415,PGA Tour 2023,Sega Saturn,Console,Sega,5,Sports,1996,Electronic Arts,Electronic Arts,USA,AAA,E,70,8.6,90,137,6.48,5.45,1.8,2.09,15.82,782.79,79.99,1,1,1,0,0,0,0,0,0,22.2,94.1,PGA Tour 2022
8415,G008416,Devil May Ascend,Sega Genesis,Console,Sega,4,Action,1988,Microsoft Studios,Microsoft Studios,USA,AAA,E,66,7.3,25,107,2.07,1.07,0.5,0.59,4.23,136.84,69.99,0,1,0,0,0,0,0,0,0,18.7,83.9,
8416,G008417,Euro Truck Simulator 3,PlayStation Vita,Handheld,Sony,8,Simulation,2018,Raw Fury,Raw Fury,Sweden,Indie,T,78,6.4,24,219,0.45,0.25,0.07,0.12,0.89,28.63,29.99,1,0,0,1,1,0,0,0,0,26.5,100.8,Euro Truck Simulator 2
8417,G008418,PGA Tour 2026,Nintendo Switch 2,Hybrid,Nintendo,10,Sports,2025,Nintendo,Capcom,Japan,AAA,Not Rated,92,7.0,29,442,46.25,22.07,15.43,9.86,93.61,4205.81,69.99,1,1,0,1,0,1,1,1,0,24.5,95.1,PGA Tour 2025
8418,G008419,Overwatch 6,Wii,Console,Nintendo,7,Shooter,2009,Remedy Entertainment,Remedy Entertainment,Finland,AA,T,72,7.9,23,278,0.84,0.56,0.09,0.13,1.62,74.1,59.99,1,1,1,0,0,0,0,0,0,6.4,25.0,Overwatch 5
8419,G008420,Valorant Remastered,Sega Genesis,Console,Sega,4,Shooter,1991,Microsoft Studios,Epic Games,USA,AAA,T,68,6.2,31,106,20.07,17.72,2.85,7.92,48.56,2356.99,69.99,0,1,1,0,0,0,0,0,0,3.5,7.6,
8420,G008421,Devil May Escape,PlayStation,Console,Sony,5,Action-Adventure,1998,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,75,8.0,3,413,3.94,1.97,0.58,1.2,7.69,340.41,69.99,0,0,0,1,0,0,0,0,0,11.5,44.2,
8421,G008422,Batman: Arkham Kingdom,PlayStation 5,Console,Sony,9,Action,2020,Rockstar Games,Rockstar Games,USA,AAA,E,79,8.4,19,198,3.95,3.33,0.59,0.75,8.62,335.57,49.99,0,0,1,1,0,0,0,0,0,14.9,37.0,
8422,G008423,Devil May Cry,Nintendo DS,Handheld,Nintendo,7,Action,2007,Konami,Konami,Japan,AAA,E,72,7.6,65,33,11.89,5.82,4.14,1.94,23.79,825.94,49.99,0,0,1,1,0,0,0,0,0,11.5,35.4,
8423,G008424,Stardew Dragon,Nintendo DS,Handheld,Nintendo,7,Simulation,2004,2K Games,2K Games,USA,AAA,M,94,10.0,8,56,8.95,5.06,1.9,1.76,17.67,558.64,19.99,0,0,1,0,0,0,0,1,0,33.3,86.4,
8424,G008425,Apex: Shadow War,Mobile (iOS),Mobile,Apple,0,Shooter,2026,Electronic Arts,Electronic Arts,USA,AAA,T,71,5.7,17,1805,43.02,29.34,7.36,7.64,87.36,167.28,0.0,0,1,1,1,0,0,0,0,0,9.4,35.4,
8425,G008426,Shadow of Frontier,Game Boy,Handheld,Nintendo,4,Action,1993,Sega,FromSoftware,Japan,AAA,T,75,8.0,12,463,4.9,4.38,2.76,1.54,13.58,423.1,19.99,0,0,0,1,0,0,0,0,0,6.9,21.4,
8426,G008427,Dark Knight,PC,PC,Various,0,Action,1990,Bandai Namco,Team17,Japan,AAA,T,78,7.9,34,552,11.08,8.98,5.51,3.39,28.96,552.65,39.99,0,0,1,0,0,0,0,0,0,8.6,20.9,
8427,G008428,Age of Empires XVI,Nintendo Switch,Hybrid,Nintendo,9,Strategy,2024,Valve,Valve,USA,AAA,T,68,6.8,9,127,3.79,1.61,0.5,0.59,6.49,261.19,59.99,1,0,1,0,0,0,0,0,0,47.7,225.2,Age of Empires XV
8428,G008429,SoulCalibur II,Game Boy,Handheld,Nintendo,4,Fighting,1995,Larian Studios,Double Fine,Belgium,AA,AO,78,9.7,7,42,1.26,0.9,0.26,0.42,2.84,95.51,49.99,1,1,1,0,0,0,0,0,0,7.2,15.7,SoulCalibur
8429,G008430,Doom Remastered,GameCube,Console,Nintendo,6,Action,2002,Larian Studios,Take-Two Interactive,Belgium,AA,T,76,6.4,8,376,0.75,0.52,0.11,0.23,1.61,75.62,59.99,0,0,1,0,0,0,0,0,0,14.8,66.7,
8430,G008431,F1 2023,Nintendo DS,Handheld,Nintendo,7,Sports,2004,Rockstar Games,FromSoftware,USA,AAA,E,71,7.1,75,85,11.76,7.53,1.09,2.04,22.42,539.85,39.99,1,1,1,1,0,0,0,0,0,23.6,57.9,F1 2022
8431,G008432,Overwatch 2,PlayStation 2,Console,Sony,6,Shooter,2006,505 Games,Chucklefish,Italy,AA,M,69,7.0,9,83,4.1,3.01,0.72,1.17,9.0,375.58,39.99,1,1,1,0,0,0,0,0,0,4.0,16.5,Overwatch
8432,G008433,NHL 2023,Dreamcast,Console,Sega,6,Sports,2000,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,74,7.5,6,54,74.21,33.46,22.24,16.75,146.66,6771.69,39.99,1,1,1,1,0,0,0,0,0,24.4,71.4,NHL 2022
8433,G008434,F1 2026,PlayStation,Console,Sony,5,Sports,1994,Insomniac Games,Klei Entertainment,USA,AAA,E10+,68,7.4,26,20,82.38,67.8,4.57,25.7,180.45,6292.02,59.99,1,1,1,1,0,0,0,0,0,14.9,66.3,F1 2025
8434,G008435,Metal Gear Knight,Mobile (iOS),Mobile,Apple,0,Action-Adventure,2025,Remedy Entertainment,Remedy Entertainment,Finland,AA,E,60,5.6,18,3,4.94,2.19,0.26,1.7,9.09,16.69,4.99,0,0,1,0,0,0,0,0,0,13.9,35.7,
8435,G008436,SoulCalibur IX,PC,PC,Various,0,Fighting,1988,id Software,id Software,USA,AAA,E,77,7.2,23,35,7.79,5.22,0.82,0.98,14.81,363.84,9.99,1,1,1,1,0,0,0,0,0,6.1,22.9,SoulCalibur VIII
8436,G008437,Overwatch 6,Nintendo 3DS,Handheld,Nintendo,8,Shooter,2018,Electronic Arts,CD Projekt,USA,AAA,T,67,6.3,19,595,9.15,5.96,2.4,2.36,19.87,575.83,49.99,1,1,1,1,0,0,0,0,0,9.3,41.8,Overwatch 5
8437,G008438,Persona 4,Game Boy Advance,Handheld,Nintendo,6,Role-Playing,2008,THQ Nordic,THQ Nordic,Austria,AA,E10+,70,9.0,12,69,0.84,0.66,0.15,0.19,1.84,53.35,39.99,1,0,1,0,0,0,0,0,0,71.8,224.9,Persona 3
8438,G008439,Candy Saga,PlayStation,Console,Sony,5,Puzzle,1995,Warner Bros. Games,Unknown Worlds,USA,AAA,E,76,7.7,26,111,2.03,0.91,0.32,0.71,3.97,143.89,39.99,0,0,1,0,0,0,0,0,0,7.9,39.2,
8439,G008440,Dragon Quest IX,PlayStation 5,Console,Sony,9,Role-Playing,2022,id Software,id Software,USA,AAA,M,90,9.3,8,152,28.68,23.18,1.89,10.96,64.71,2408.66,79.99,1,0,1,1,1,0,0,0,0,39.8,192.0,Dragon Quest VIII
8440,G008441,Shadow of Horizon,PC,PC,Various,0,Misc,2021,505 Games,505 Games,Italy,AA,M,67,6.8,22,660,3.28,2.8,0.71,1.01,7.8,193.61,39.99,0,0,0,0,0,0,0,0,0,9.5,37.8,
8441,G008442,Shadow Unleashed,Atari 2600,Console,Atari,2,Action,1987,Bungie,Bungie,USA,AAA,M,63,6.1,9,169,9.11,5.7,2.73,1.44,18.98,874.09,49.99,0,0,1,0,0,0,0,0,0,6.7,28.0,
8442,G008443,Mortal Kombat XI,PC,PC,Various,0,Fighting,1988,Naughty Dog,Naughty Dog,USA,AAA,E10+,80,7.3,45,33,10.1,4.43,0.69,2.21,17.43,273.27,9.99,1,1,1,0,0,0,0,0,0,7.0,14.4,Mortal Kombat X
8443,G008444,Forza Motorsport 5,PC,PC,Various,0,Racing,2013,tinyBuild,tinyBuild,USA,Indie,E10+,70,7.6,51,821,0.6,0.37,0.1,0.12,1.19,26.94,59.99,1,0,1,1,1,0,0,0,0,28.5,86.3,Forza Motorsport 4
8444,G008445,Halo Origins,PlayStation 5,Console,Sony,9,Misc,2022,Activision Blizzard,Activision Blizzard,USA,AAA,T,65,6.8,30,672,3.55,1.99,0.22,0.87,6.63,233.87,49.99,0,0,0,0,0,0,0,0,0,15.8,55.6,
8445,G008446,Sonic the Hedgehog 6,PlayStation,Console,Sony,5,Platform,1996,Epic Games,Epic Games,USA,AAA,M,73,7.0,24,136,13.98,6.59,0.73,1.51,22.81,779.15,79.99,1,0,1,0,0,0,0,0,0,5.3,25.9,Sonic the Hedgehog 5
8446,G008447,Metal Gear Saga,Xbox 360,Console,Microsoft,7,Action,2008,2K Games,2K Games,USA,AAA,M,71,7.9,9,217,5.18,2.31,0.47,1.11,9.07,348.62,69.99,0,1,1,1,0,0,0,0,0,10.6,40.1,
8447,G008448,SoulCalibur IX,Xbox One,Console,Microsoft,8,Fighting,2018,id Software,id Software,USA,AAA,T,65,5.9,11,54,20.17,13.88,4.21,3.81,42.07,2090.04,69.99,1,1,0,0,0,0,0,0,0,5.2,21.2,SoulCalibur VIII
8448,G008449,Europa Universalis VIII,Game Boy,Handheld,Nintendo,4,Strategy,2003,Larian Studios,Klei Entertainment,Belgium,AA,T,62,6.2,26,24,1.52,1.0,0.34,0.2,3.06,78.57,49.99,1,1,0,0,0,0,0,0,0,41.6,97.5,Europa Universalis VII
8449,G008450,Crusader Kings III,Browser,Browser,Various,0,Strategy,2016,id Software,Focus Entertainment,USA,AAA,M,72,7.3,69,329,4.38,2.15,0.94,1.08,8.55,0.0,0.0,1,0,0,0,0,0,0,0,0,25.2,92.9,Crusader Kings II
8450,G008451,Final Fantasy VI,Nintendo Switch,Hybrid,Nintendo,9,Role-Playing,2017,Toby Fox,Toby Fox,USA,Indie,T,85,10.0,42,22,5.75,4.13,1.54,0.79,12.21,412.13,29.99,1,1,0,1,0,0,0,0,0,83.9,311.3,Final Fantasy V
8451,G008452,Call of Duty: The Fallen,Mobile (iOS),Mobile,Apple,0,Shooter,2008,Sega,Sega,Japan,AAA,T,64,5.7,19,232,14.32,11.58,6.21,2.26,34.37,79.21,4.99,0,1,0,0,0,0,0,0,0,10.9,25.7,
8452,G008453,Rayman Awakening,Browser,Browser,Various,0,Platform,2018,Annapurna Interactive,Bandai Namco,USA,Indie,T,79,7.7,32,215,0.73,0.65,0.07,0.1,1.55,0.0,0.0,0,0,1,0,0,0,0,0,0,6.5,29.4,
8453,G008454,PGA Tour 2024,Game Boy Advance,Handheld,Nintendo,6,Sports,2008,Other,Other,Various,Indie,T,65,6.1,15,1195,1.46,1.16,0.23,0.48,3.33,80.37,29.99,1,1,0,1,0,0,0,0,0,18.7,69.0,PGA Tour 2023
8454,G008455,Two Point Valley,PC,PC,Various,0,Simulation,2013,Devolver Digital,Bungie,USA,AA,E,66,7.2,119,1140,0.5,0.36,0.05,0.16,1.07,20.38,29.99,1,0,0,1,0,0,0,0,0,41.5,121.8,
8455,G008456,Tekken 2,NES,Console,Nintendo,3,Fighting,1997,THQ Nordic,THQ Nordic,Austria,AA,E,55,6.8,26,43,0.87,0.59,0.06,0.09,1.61,69.36,59.99,1,1,1,0,0,0,0,0,0,4.7,10.4,Tekken 1
8456,G008457,Epic Odyssey,Stadia,Streaming,Google,9,Action,2022,Konami,Konami,Japan,AAA,E,85,6.8,32,220,4.48,3.64,0.99,1.63,10.74,0.0,0.0,0,0,0,1,0,1,0,1,0,12.7,31.1,
8457,G008458,Epic Knight,Nintendo Switch,Hybrid,Nintendo,9,Action,2019,2K Games,Konami,USA,AAA,E,86,7.4,14,184,18.0,13.6,3.66,6.17,41.43,1781.13,59.99,0,1,0,0,0,0,0,1,0,10.5,49.8,
8458,G008459,PGA Tour 2025,PlayStation 2,Console,Sony,6,Sports,2001,Square Enix,tinyBuild,Japan,AAA,M,62,6.3,22,66,10.27,6.72,2.01,4.06,23.06,873.36,39.99,1,1,1,1,0,0,0,0,0,22.1,56.7,PGA Tour 2024
8459,G008460,Metal Gear Awakening,Nintendo 3DS,Handheld,Nintendo,8,Rhythm,2018,THQ Nordic,THQ Nordic,Austria,AA,E,80,8.4,134,234,2.61,1.82,0.72,0.44,5.59,170.93,39.99,0,0,1,0,0,0,0,0,0,14.2,61.1,
8460,G008461,Doom Origins,PlayStation 3,Console,Sony,7,Action,2012,Microsoft Studios,Remedy Entertainment,USA,AAA,T,83,8.4,46,217,46.31,18.9,4.69,7.17,77.07,3808.74,39.99,0,1,1,0,0,0,0,0,0,10.2,27.1,
8461,G008462,Island of the Origins,Wii U,Console,Nintendo,8,Role-Playing,2014,Warner Bros. Games,Warner Bros. Games,USA,AAA,Not Rated,86,7.7,13,381,28.72,24.81,6.3,7.01,66.84,2272.49,69.99,0,0,1,0,0,0,0,0,0,42.8,98.0,
8462,G008463,God of Blood,PC,PC,Various,0,Action,1988,Microsoft Studios,Microsoft Studios,USA,AAA,T,64,4.6,85,167,13.2,11.31,2.13,4.59,31.23,735.44,59.99,0,0,0,1,0,0,0,0,0,16.4,74.0,
8463,G008464,Dark Souls 2,PlayStation 4,Console,Sony,8,Role-Playing,2023,Double Fine,Double Fine,USA,AA,E,62,6.6,7,200,2.03,1.54,0.61,0.54,4.72,227.15,59.99,1,0,1,0,0,0,1,0,0,46.6,95.6,Dark Souls 1
8464,G008465,Cities: Eternal,Xbox One,Console,Microsoft,8,Simulation,2014,Square Enix,Nomada Studio,Japan,AAA,M,76,5.9,29,229,3.28,1.77,1.78,0.34,7.17,317.94,79.99,0,0,1,0,0,0,0,0,0,54.1,180.4,
8465,G008466,Tales of Abyss,Wii,Console,Nintendo,7,Role-Playing,2008,Warner Bros. Games,Warner Bros. Games,USA,AAA,E,83,8.9,46,114,8.23,6.78,1.98,1.43,18.42,816.57,49.99,0,1,0,0,0,0,0,0,0,48.1,198.5,
8466,G008467,Counter-Strike Evolved,PC,PC,Various,0,Shooter,2022,Rockstar Games,Valve,USA,AAA,M,81,9.5,16,149,7.48,4.67,1.35,1.99,15.49,301.32,19.99,0,1,1,1,0,0,0,0,0,5.7,21.5,
8467,G008468,FIFA 2024,NES,Console,Nintendo,3,Sports,1985,Naughty Dog,Naughty Dog,USA,AAA,E,71,6.5,9,332,5.8,3.61,1.12,1.43,11.96,512.1,39.99,1,1,1,0,0,0,0,0,0,18.9,85.8,FIFA 2023
8468,G008469,Outlast 2,Mobile (iOS),Mobile,Apple,0,Survival Horror,2026,Epic Games,Epic Games,USA,AAA,M,71,7.9,7,2078,16.51,9.18,1.24,5.79,32.72,63.04,4.99,1,0,1,0,0,0,0,0,0,11.7,57.9,Outlast
8469,G008470,Ancient Awakening,PSP,Handheld,Sony,7,Action,2006,Insomniac Games,Insomniac Games,USA,AAA,M,77,6.1,13,338,5.33,4.19,0.38,1.15,11.05,270.93,19.99,0,0,1,1,0,0,0,0,0,9.9,21.7,
8470,G008471,Europa Universalis XII,Dreamcast,Console,Sega,6,Strategy,2000,Bethesda Softworks,Motion Twin,USA,AAA,M,70,7.0,21,127,4.06,3.54,0.71,1.41,9.72,324.23,39.99,1,0,1,1,0,0,0,0,0,20.2,100.2,Europa Universalis XI
